name,type
中国园林,中文核心
中国远程教育,中文核心
中国运动医学杂志,中文核心
中国韵文学刊,中文核心
中国造船,中文核心
中国造纸,中文核心
中国造纸学报,中文核心
中国沼气,中文核心
中国哲学史,中文核心
中国针灸,中文核心
中国真菌学杂志,科技核心
中国职业技术教育,中文核心
中国职业医学,中文核心
中国植保导刊,中文核心
中国中西医结合耳鼻咽喉科杂志,科技核心
中国中西医结合急救杂志,中文核心
中国中西医结合皮肤性病学杂志,科技核心
中国中西医结合肾病杂志,科技核心
中国中西医结合外科杂志,科技核心
中国中西医结合消化杂志,科技核心
中国中西医结合杂志,中文核心
中国中药杂志,中文核心
中国中医骨伤科杂志,科技核心
中国中医基础医学杂志,中文核心
中国中医急症,科技核心
中国中医眼科杂志,科技核心
中国中医药信息杂志,科技核心
中国肿瘤,科技核心
中国肿瘤临床,中文核心
中国肿瘤生物治疗杂志,中文核心
中国注册会计师,中文核心
中国资产评估,社会科技核心
中国宗教,中文核心
中国综合临床,科技核心
中国卒中杂志,科技核心
中国组织工程研究,科技核心
中国组织工程研究与临床康复(改名为：中国组织工程研究),中文核心
中国组织化学与细胞化学杂志,科技核心
中国作家,中文核心
中华保健医学杂志,科技核心
中华病理学杂志,中文核心
中华超声影像学杂志,中文核心
中华传染病杂志,中文核心
中华创伤骨科杂志,中文核心
中华创伤杂志,中文核心
中华地方病学杂志,科技核心
中华儿科杂志,中文核心
中华耳鼻咽喉头颈外科杂志,中文核心
中华耳科学杂志,中文核心
中华放射学杂志,中文核心
中华放射医学与防护杂志,中文核心
中华放射肿瘤学杂志,中文核心
中华肺部疾病杂志电子版,科技核心
中华风湿病学杂志,中文核心
中华妇产科杂志,中文核心
中华妇幼临床医学杂志电子版,科技核心
中华肝胆外科杂志,中文核心
中华肝脏病杂志,中文核心
中华肝脏外科手术学电子杂志,科技核心
中华高血压杂志,中文核心
中华骨科杂志,中文核心
中华骨与关节外科杂志,科技核心
中华骨质疏松和骨矿盐疾病杂志,科技核心
中华关节外科杂志电子版,科技核心
中华行为医学与脑科学杂志,中文核心
中华航海医学与高气压医学杂志,科技核心
中华航空航天医学杂志,科技核心
中华核医学与分子影像杂志,科技核心
中华核医学杂志(改名为：中华核医学与分子影像杂志),中文核心
中华护理杂志,中文核心
中华急诊医学杂志,中文核心
中华疾病控制杂志,中文核心
中华肩肘外科电子杂志,科技核心
中华检验医学杂志,中文核心
中华健康管理学杂志,科技核心
中华结核和呼吸杂志,中文核心
中华结直肠疾病电子杂志,科技核心
中华解剖与临床杂志,科技核心
中华精神科杂志,中文核心
中华口腔医学研究杂志电子版,科技核心
中华口腔医学杂志,中文核心
中华口腔正畸学杂志,科技核心
中华劳动卫生职业病杂志,科技核心
中华老年多器官疾病杂志,科技核心
中华老年口腔医学杂志,科技核心
中华老年心脑血管病杂志,科技核心
中华老年医学杂志,中文核心
中华临床感染病杂志,科技核心
中华临床免疫和变态反应杂志,科技核心
中华临床营养杂志,科技核心
中华流行病学杂志,中文核心
中华麻醉学杂志,中文核心
中华泌尿外科杂志,中文核心
中华男科学杂志,中文核心
中华内分泌代谢杂志,中文核心
中华内分泌外科杂志,科技核心
中华内科杂志,中文核心
中华皮肤科杂志,中文核心
中华普通外科学文献电子版,科技核心
中华普通外科杂志,中文核心
中华普外科手术学杂志电子版,科技核心
中华器官移植杂志,科技核心
中华腔镜泌尿外科杂志电子版,科技核心
中华腔镜外科杂志电子版,科技核心
中华全科医师杂志,科技核心
中华全科医学,科技核心
中华乳腺病杂志电子版,科技核心
中华疝和腹壁外科杂志电子版,科技核心
中华烧伤杂志,中文核心
中华神经科杂志,中文核心
中华神经外科疾病研究杂志,科技核心
中华神经外科杂志,中文核心
中华神经医学杂志,中文核心
中华肾病研究电子杂志,科技核心
中华肾脏病杂志,中文核心
中华生物医学工程杂志,科技核心
中华生殖与避孕杂志,科技核心
中华实验和临床病毒学杂志,科技核心
中华实验和临床感染病杂志电子版,科技核心
中华实验外科杂志,中文核心
中华实验眼科杂志,中文核心
中华实用儿科临床杂志,科技核心
中华实用诊断与治疗杂志,科技核心
中华手外科杂志,中文核心
中华损伤与修复杂志电子版,科技核心
中华糖尿病杂志,科技核心
中华外科杂志,中文核心
中华危重病急救医学,科技核心
中华危重症医学杂志电子版,科技核心
中华微生物学和免疫学杂志,中文核心
中华围产医学杂志,科技核心
中华卫生杀虫药械,科技核心
中华胃肠外科杂志,中文核心
中华文化论坛,中文核心
中华文史论丛,中文核心
中华物理医学与康复杂志,中文核心
中华细胞与干细胞杂志电子版,科技核心
中华显微外科杂志,中文核心
中华现代护理杂志,科技核心
中华消化内镜杂志,中文核心
中华消化外科杂志,中文核心
中华消化杂志,中文核心
中华小儿外科杂志,科技核心
中华心律失常学杂志,科技核心
中华心血管病杂志,中文核心
中华胸心血管外科杂志,科技核心
中华血液学杂志,中文核心
中华眼底病杂志,中文核心
中华眼科杂志,中文核心
中华眼视光学与视觉科学杂志,科技核心
中华医学超声杂志电子版,科技核心
中华医学教育探索杂志,科技核心
中华医学教育杂志,科技核心
中华医学科研管理杂志,科技核心
中华医学美学美容杂志,科技核心
中华医学遗传学杂志,中文核心
中华医学杂志,中文核心
中华医院感染学杂志,中文核心
中华医院管理杂志,中文核心
中华胰腺病杂志,科技核心
中华移植杂志电子版,科技核心
中华预防医学杂志,中文核心
中华整形外科杂志,中文核心
中华中医药学刊,中文核心
中华中医药杂志,中文核心
中华肿瘤防治杂志,中文核心
中华肿瘤杂志,中文核心
中南财经政法大学学报,中文核心
中南大学学报(医学版),中文核心
中南大学学报(自然科学版),中文核心
中南大学学报医学版,科技核心
中南大学学报自然科学版,科技核心
中南林业科技大学学报,中文核心
中南民族大学学报(人文社会科学版),中文核心
中南民族大学学报(自然科学版),中文核心
中南民族大学学报人文社会科学版,社会科技核心
中南民族大学学报自然科学版,科技核心
中南药学,科技核心
中南医学科学杂志,科技核心
中日友好医院学报,科技核心
中山大学学报(社会科学版),中文核心
中山大学学报(医学科学版),中文核心
中山大学学报(自然科学版),中文核心
中山大学学报社会科学版,社会科技核心
中山大学学报医学科学版,科技核心
中山大学学报自然科学版,科技核心
中外法学,中文核心
中外公路,中文核心
中文信息学报,中文核心
中西医结合肝病杂志,科技核心
中西医结合心脑血管病杂志,科技核心
中小学管理,中文核心
中小学教师培训,中文核心
中小学外语教学（中学篇）,中文核心
中小学英语教学与研究,中文核心
中兴通讯技术,科技核心
中学地理教学参考,中文核心
中学物理教学参考,中文核心
中学语文教学,中文核心
中学政治教学参考,中文核心
中央财经大学学报,中文核心
中央民族大学学报(哲学社会科学版),中文核心
中央音乐学院学报,中文核心
中药材,中文核心
中药新药与临床药理,中文核心
中药药理与临床,中文核心
中医学报,科技核心
中医药导报,科技核心
中医杂志,中文核心
中原文物,中文核心
中州学刊,中文核心
钟山,中文核心
肿瘤,中文核心
肿瘤代谢与营养电子杂志,科技核心
肿瘤防治研究,中文核心
肿瘤学杂志,科技核心
肿瘤研究与临床,科技核心
肿瘤药学,科技核心
肿瘤影像学,科技核心
肿瘤预防与治疗,科技核心
种子,中文核心
重庆大学学报,中文核心
重庆大学学报(社会科学版),中文核心
重庆大学学报社会科学版,社会科技核心
重庆大学学报自然科学版,科技核心
重庆交通大学学报(自然科学版),中文核心
重庆交通大学学报自然科学版,科技核心
重庆理工大学学报自然科学版,科技核心
重庆师范大学学报(自然科学版),中文核心
重庆师范大学学报自然科学版,科技核心
重庆医科大学学报,中文核心
重庆医学,中文核心
重庆邮电大学学报(社会科学版),中文核心
重庆邮电大学学报(自然科学版),中文核心
重庆邮电大学学报自然科学版,科技核心
